Vg,gate_length,tox,sides,trap,work_function,Id
1.3163733,9,6,3,0,4.5,7.89E-06
1.4163733,9,6,3,0,4.5,8.03E-06
1.5163733,9,6,3,0,4.5,8.12E-06
1.6163733,9,6,3,0,4.5,8.19E-06
1.7163733,9,6,3,0,4.5,8.24E-06
1.8163733,9,6,3,0,4.5,8.27E-06
1.9163733,9,6,3,0,4.5,8.29E-06
2,9,6,3,0,4.5,8.30E-06
0,9,6,3,0,4.7,2.71E-14
0.02,9,6,3,0,4.7,5.29E-14
0.045333333,9,6,3,0,4.7,1.23E-13
0.081644444,9,6,3,0,4.7,4.11E-13
0.13369037,9,6,3,0,4.7,2.28E-12
0.20828953,9,6,3,0,4.7,2.58E-11
0.30828953,9,6,3,0,4.7,6.13E-10
0.40828953,9,6,3,0,4.7,1.23E-08
0.50828953,9,6,3,0,4.7,1.54E-07
0.60828953,9,6,3,0,4.7,7.23E-07
0.70828953,9,6,3,0,4.7,1.45E-06
0.80828953,9,6,3,0,4.7,2.37E-06
0.90828953,9,6,3,0,4.7,3.46E-06
1.0082895,9,6,3,0,4.7,4.61E-06
1.1082895,9,6,3,0,4.7,5.72E-06
1.2082895,9,6,3,0,4.7,6.63E-06
1.3082895,9,6,3,0,4.7,7.25E-06
1.4082895,9,6,3,0,4.7,7.64E-06
1.5082895,9,6,3,0,4.7,7.87E-06
1.6082895,9,6,3,0,4.7,8.02E-06
1.7082895,9,6,3,0,4.7,8.12E-06
1.8082895,9,6,3,0,4.7,8.19E-06
1.9082895,9,6,3,0,4.7,8.23E-06
2,9,6,3,0,4.7,8.26E-06
0,8,6,3,0,4.3,9.67E-09
0.02,8,6,3,0,4.3,1.71E-08
0.046666667,8,6,3,0,4.3,3.53E-08
0.084,8,6,3,0,4.3,8.98E-08
0.13626667,8,6,3,0,4.3,2.66E-07
0.20944,8,6,3,0,4.3,7.31E-07
0.30700444,8,6,3,0,4.3,1.44E-06
0.40700444,8,6,3,0,4.3,2.36E-06
0.50700444,8,6,3,0,4.3,3.44E-06
0.60700444,8,6,3,0,4.3,4.60E-06
0.70700444,8,6,3,0,4.3,5.70E-06
0.80700444,8,6,3,0,4.3,6.62E-06
0.90700444,8,6,3,0,4.3,7.25E-06
1.0070044,8,6,3,0,4.3,7.64E-06
1.1070044,8,6,3,0,4.3,7.87E-06
1.2070044,8,6,3,0,4.3,8.02E-06
1.3070044,8,6,3,0,4.3,8.12E-06
1.4070044,8,6,3,0,4.3,8.19E-06
1.5070044,8,6,3,0,4.3,8.23E-06
1.6070044,8,6,3,0,4.3,8.27E-06
1.7070044,8,6,3,0,4.3,8.29E-06
1.8070044,8,6,3,0,4.3,8.31E-06
1.9070044,8,6,3,0,4.3,8.32E-06
2,8,6,3,0,4.3,8.32E-06
0,8,6,3,0,4.5,1.98E-11
0.02,8,6,3,0,4.5,3.77E-11
0.046666667,8,6,3,0,4.5,8.83E-11
0.084888889,8,6,3,0,4.5,2.96E-10
0.13967407,8,6,3,0,4.5,1.61E-09
0.21637333,8,6,3,0,4.5,1.54E-08
0.31637333,8,6,3,0,4.5,1.82E-07
0.41637333,8,6,3,0,4.5,7.78E-07
0.51637333,8,6,3,0,4.5,1.52E-06
0.61637333,8,6,3,0,4.5,2.46E-06
0.71637333,8,6,3,0,4.5,3.55E-06
0.81637333,8,6,3,0,4.5,4.70E-06
0.91637333,8,6,3,0,4.5,5.80E-06
1.0163733,8,6,3,0,4.5,6.69E-06
1.1163733,8,6,3,0,4.5,7.29E-06
1.2163733,8,6,3,0,4.5,7.66E-06
1.3163733,8,6,3,0,4.5,7.89E-06
1.4163733,8,6,3,0,4.5,8.03E-06
1.5163733,8,6,3,0,4.5,8.12E-06
1.6163733,8,6,3,0,4.5,8.19E-06
1.7163733,8,6,3,0,4.5,8.24E-06
1.8163733,8,6,3,0,4.5,8.27E-06
1.9163733,8,6,3,0,4.5,8.29E-06
2,8,6,3,0,4.5,8.30E-06
0,8,6,3,0,4.7,2.71E-14
0.02,8,6,3,0,4.7,5.29E-14
0.045333333,8,6,3,0,4.7,1.23E-13
0.081644444,8,6,3,0,4.7,4.11E-13
0.13369037,8,6,3,0,4.7,2.28E-12
0.20828953,8,6,3,0,4.7,2.58E-11
0.30828953,8,6,3,0,4.7,6.13E-10
0.40828953,8,6,3,0,4.7,1.23E-08
0.50828953,8,6,3,0,4.7,1.54E-07
0.60828953,8,6,3,0,4.7,7.23E-07
0.70828953,8,6,3,0,4.7,1.45E-06
0.80828953,8,6,3,0,4.7,2.37E-06
0.90828953,8,6,3,0,4.7,3.46E-06
1.0082895,8,6,3,0,4.7,4.61E-06
1.1082895,8,6,3,0,4.7,5.72E-06
1.2082895,8,6,3,0,4.7,6.63E-06
1.3082895,8,6,3,0,4.7,7.25E-06
1.4082895,8,6,3,0,4.7,7.64E-06
1.5082895,8,6,3,0,4.7,7.87E-06
1.6082895,8,6,3,0,4.7,8.02E-06
1.7082895,8,6,3,0,4.7,8.12E-06
1.8082895,8,6,3,0,4.7,8.19E-06
1.9082895,8,6,3,0,4.7,8.23E-06
2,8,6,3,0,4.7,8.26E-06
0,7,6,3,0,4.3,9.67E-09
0.02,7,6,3,0,4.3,1.71E-08
0.046666667,7,6,3,0,4.3,3.53E-08
0.084,7,6,3,0,4.3,8.98E-08
0.13626667,7,6,3,0,4.3,2.66E-07
0.20944,7,6,3,0,4.3,7.31E-07
0.30700444,7,6,3,0,4.3,1.44E-06
0.40700444,7,6,3,0,4.3,2.36E-06
0.50700444,7,6,3,0,4.3,3.44E-06
0.60700444,7,6,3,0,4.3,4.60E-06
0.70700444,7,6,3,0,4.3,5.70E-06
0.80700444,7,6,3,0,4.3,6.62E-06
0.90700444,7,6,3,0,4.3,7.25E-06
1.0070044,7,6,3,0,4.3,7.64E-06
1.1070044,7,6,3,0,4.3,7.87E-06
1.2070044,7,6,3,0,4.3,8.02E-06
1.3070044,7,6,3,0,4.3,8.12E-06
1.4070044,7,6,3,0,4.3,8.19E-06
1.5070044,7,6,3,0,4.3,8.23E-06
1.6070044,7,6,3,0,4.3,8.27E-06
1.7070044,7,6,3,0,4.3,8.29E-06
1.8070044,7,6,3,0,4.3,8.31E-06
1.9070044,7,6,3,0,4.3,8.32E-06
2,7,6,3,0,4.3,8.32E-06
0,7,6,3,0,4.5,1.98E-11
0.02,7,6,3,0,4.5,3.77E-11
0.046666667,7,6,3,0,4.5,8.83E-11
0.084888889,7,6,3,0,4.5,2.96E-10
0.13967407,7,6,3,0,4.5,1.61E-09
0.21637333,7,6,3,0,4.5,1.54E-08
0.31637333,7,6,3,0,4.5,1.82E-07
0.41637333,7,6,3,0,4.5,7.78E-07
0.51637333,7,6,3,0,4.5,1.52E-06
0.61637333,7,6,3,0,4.5,2.46E-06
0.71637333,7,6,3,0,4.5,3.55E-06
0.81637333,7,6,3,0,4.5,4.70E-06
0.91637333,7,6,3,0,4.5,5.80E-06
1.0163733,7,6,3,0,4.5,6.69E-06
1.1163733,7,6,3,0,4.5,7.29E-06
1.2163733,7,6,3,0,4.5,7.66E-06
1.3163733,7,6,3,0,4.5,7.89E-06
1.4163733,7,6,3,0,4.5,8.03E-06
1.5163733,7,6,3,0,4.5,8.12E-06
1.6163733,7,6,3,0,4.5,8.19E-06
1.7163733,7,6,3,0,4.5,8.24E-06
1.8163733,7,6,3,0,4.5,8.27E-06
1.9163733,7,6,3,0,4.5,8.29E-06
2,7,6,3,0,4.5,8.30E-06
0,7,6,3,0,4.7,2.71E-14
0.02,7,6,3,0,4.7,5.29E-14
0.045333333,7,6,3,0,4.7,1.23E-13
0.081644444,7,6,3,0,4.7,4.11E-13
0.13369037,7,6,3,0,4.7,2.28E-12
0.20828953,7,6,3,0,4.7,2.58E-11
0.30828953,7,6,3,0,4.7,6.13E-10
0.40828953,7,6,3,0,4.7,1.23E-08
0.50828953,7,6,3,0,4.7,1.54E-07
0.60828953,7,6,3,0,4.7,7.23E-07
0.70828953,7,6,3,0,4.7,1.45E-06
0.80828953,7,6,3,0,4.7,2.37E-06
0.90828953,7,6,3,0,4.7,3.46E-06
1.0082895,7,6,3,0,4.7,4.61E-06
1.1082895,7,6,3,0,4.7,5.72E-06
1.2082895,7,6,3,0,4.7,6.63E-06
1.3082895,7,6,3,0,4.7,7.25E-06
1.4082895,7,6,3,0,4.7,7.64E-06
1.5082895,7,6,3,0,4.7,7.87E-06
1.6082895,7,6,3,0,4.7,8.02E-06
1.7082895,7,6,3,0,4.7,8.12E-06
1.8082895,7,6,3,0,4.7,8.19E-06
1.9082895,7,6,3,0,4.7,8.23E-06
2,7,6,3,0,4.7,8.26E-06
0,9,4,4,0,4.5,3.87E-12
0.02,9,4,4,0,4.5,7.75E-12
0.048,9,4,4,0,4.5,2.05E-11
0.088133333,9,4,4,0,4.5,8.15E-11
0.14565778,9,4,4,0,4.5,5.77E-10
0.226192,9,4,4,0,4.5,8.29E-09
0.326192,9,4,4,0,4.5,1.60E-07
0.426192,9,4,4,0,4.5,9.93E-07
0.526192,9,4,4,0,4.5,2.12E-06
0.626192,9,4,4,0,4.5,3.48E-06
0.726192,9,4,4,0,4.5,5.09E-06
0.826192,9,4,4,0,4.5,6.82E-06
0.926192,9,4,4,0,4.5,8.51E-06
1.026192,9,4,4,0,4.5,9.95E-06
1.126192,9,4,4,0,4.5,1.10E-05
1.226192,9,4,4,0,4.5,1.16E-05
1.326192,9,4,4,0,4.5,1.21E-05
1.426192,9,4,4,0,4.5,1.23E-05
1.526192,9,4,4,0,4.5,1.25E-05
1.626192,9,4,4,0,4.5,1.26E-05
1.726192,9,4,4,0,4.5,1.27E-05
1.826192,9,4,4,0,4.5,1.27E-05
1.926192,9,4,4,0,4.5,1.28E-05
2,9,4,4,0,4.5,1.28E-05
0,9,4,4,0,4.9,2.09E-17
0.02,9,4,4,0,4.9,4.56E-18
0.048666667,9,4,4,0,4.9,7.30E-18
0.089755556,9,4,4,0,4.9,4.09E-17
0.14864963,9,4,4,0,4.9,3.52E-16
0.19085705,9,4,4,0,4.9,3.91E-16
0.22040224,9,4,4,0,4.9,6.98E-15
0.25191712,9,4,4,0,4.9,2.13E-14
0.28343199,9,4,4,0,4.9,6.46E-14
0.32860331,9,4,4,0,4.9,3.18E-13
0.39334887,9,4,4,0,4.9,3.07E-12
0.48399264,9,4,4,0,4.9,7.07E-11
0.58399264,9,4,4,0,4.9,2.08E-09
0.68399264,9,4,4,0,4.9,4.99E-08
0.78399264,9,4,4,0,4.9,5.66E-07
0.88399264,9,4,4,0,4.9,1.64E-06
0.98399264,9,4,4,0,4.9,2.87E-06
1.0839926,9,4,4,0,4.9,4.38E-06
1.1839926,9,4,4,0,4.9,6.08E-06
1.2839926,9,4,4,0,4.9,7.81E-06
1.3839926,9,4,4,0,4.9,9.39E-06
1.4839926,9,4,4,0,4.9,1.06E-05
1.5839926,9,4,4,0,4.9,1.14E-05
1.6839926,9,4,4,0,4.9,1.19E-05
1.7839926,9,4,4,0,4.9,1.22E-05
1.8839926,9,4,4,0,4.9,1.24E-05
1.9839926,9,4,4,0,4.9,1.25E-05
2,9,4,4,0,4.9,1.26E-05
0,8,4,4,0,4.3,6.50E-09
0.02,8,4,4,0,4.3,1.20E-08
0.046666667,8,4,4,0,4.3,2.67E-08
0.084888889,8,4,4,0,4.3,7.81E-08
0.1384,8,4,4,0,4.3,2.83E-07
0.21331556,8,4,4,0,4.3,9.58E-07
0.31320296,8,4,4,0,4.3,2.14E-06
0.41320296,8,4,4,0,4.3,3.65E-06
0.51320296,8,4,4,0,4.3,5.40E-06
0.61320296,8,4,4,0,4.3,7.22E-06
0.71320296,8,4,4,0,4.3,8.91E-06
0.81320296,8,4,4,0,4.3,1.03E-05
0.91320296,8,4,4,0,4.3,1.12E-05
1.013203,8,4,4,0,4.3,1.18E-05
1.113203,8,4,4,0,4.3,1.21E-05
1.213203,8,4,4,0,4.3,1.23E-05
1.313203,8,4,4,0,4.3,1.25E-05
1.413203,8,4,4,0,4.3,1.26E-05
1.513203,8,4,4,0,4.3,1.27E-05
1.613203,8,4,4,0,4.3,1.27E-05
1.713203,8,4,4,0,4.3,1.28E-05
1.813203,8,4,4,0,4.3,1.28E-05
1.913203,8,4,4,0,4.3,1.28E-05
2,8,4,4,0,4.3,1.28E-05
0,8,4,4,0,4.5,9.61E-12
0.02,8,4,4,0,4.5,1.88E-11
0.047333333,8,4,4,0,4.5,4.67E-11
0.086511111,8,4,4,0,4.5,1.70E-10
0.14266593,8,4,4,0,4.5,1.06E-09
0.22128267,8,4,4,0,4.5,1.25E-08
0.32128267,8,4,4,0,4.5,1.94E-07
0.42128267,8,4,4,0,4.5,1.04E-06
0.52128267,8,4,4,0,4.5,2.25E-06
0.62128267,8,4,4,0,4.5,3.79E-06
0.72128267,8,4,4,0,4.5,5.55E-06
0.82128267,8,4,4,0,4.5,7.37E-06
0.92128267,8,4,4,0,4.5,9.03E-06
1.0212827,8,4,4,0,4.5,1.04E-05
1.1212827,8,4,4,0,4.5,1.12E-05
1.2212827,8,4,4,0,4.5,1.18E-05
1.3212827,8,4,4,0,4.5,1.21E-05
1.4212827,8,4,4,0,4.5,1.23E-05
1.5212827,8,4,4,0,4.5,1.25E-05
1.6212827,8,4,4,0,4.5,1.26E-05
1.7212827,8,4,4,0,4.5,1.27E-05
1.8212827,8,4,4,0,4.5,1.27E-05
1.9212827,8,4,4,0,4.5,1.28E-05
2,8,4,4,0,4.5,1.28E-05
0,8,4,4,0,4.9,2.69E-19
0.02,8,4,4,0,4.9,1.13E-17
0.048,8,4,4,0,4.9,4.41E-17
0.088133333,8,4,4,0,4.9,4.69E-16
0.14565778,8,4,4,0,4.9,9.46E-16
0.226192,8,4,4,0,4.9,2.58E-14
0.32283307,8,4,4,0,4.9,7.06E-13
0.42283307,8,4,4,0,4.9,2.06E-11
0.52283307,8,4,4,0,4.9,5.58E-10
0.62283307,8,4,4,0,4.9,1.31E-08
0.72283307,8,4,4,0,4.9,2.01E-07
0.82283307,8,4,4,0,4.9,1.06E-06
0.92283307,8,4,4,0,4.9,2.27E-06
1.0228331,8,4,4,0,4.9,3.81E-06
1.1228331,8,4,4,0,4.9,5.58E-06
1.2228331,8,4,4,0,4.9,7.39E-06
1.3228331,8,4,4,0,4.9,9.06E-06
1.4228331,8,4,4,0,4.9,1.04E-05
1.5228331,8,4,4,0,4.9,1.13E-05
1.6228331,8,4,4,0,4.9,1.18E-05
1.7228331,8,4,4,0,4.9,1.21E-05
1.8228331,8,4,4,0,4.9,1.24E-05
1.9228331,8,4,4,0,4.9,1.25E-05
2,8,4,4,0,4.9,1.26E-05
0,7,4,4,0,4.3,1.63E-08
0.02,7,4,4,0,4.3,2.84E-08
0.046666667,7,4,4,0,4.3,5.75E-08
0.084,7,4,4,0,4.3,1.42E-07
0.13626667,7,4,4,0,4.3,4.06E-07
0.20944,7,4,4,0,4.3,1.09E-06
0.30944,7,4,4,0,4.3,2.13E-06
0.40944,7,4,4,0,4.3,3.44E-06
0.50944,7,4,4,0,4.3,4.99E-06
0.60944,7,4,4,0,4.3,6.68E-06
0.70944,7,4,4,0,4.3,8.36E-06
0.80944,7,4,4,0,4.3,9.82E-06
0.90944,7,4,4,0,4.3,1.09E-05
1.00944,7,4,4,0,4.3,1.16E-05
1.10944,7,4,4,0,4.3,1.20E-05
1.20944,7,4,4,0,4.3,1.23E-05
1.30944,7,4,4,0,4.3,1.24E-05
1.40944,7,4,4,0,4.3,1.26E-05
1.50944,7,4,4,0,4.3,1.26E-05
1.60944,7,4,4,0,4.3,1.27E-05
1.70944,7,4,4,0,4.3,1.28E-05
1.80944,7,4,4,0,4.3,1.28E-05
1.90944,7,4,4,0,4.3,1.28E-05
2,7,4,4,0,4.3,1.28E-05
0,7,4,4,0,4.5,3.67E-11
0.02,7,4,4,0,4.5,6.93E-11
0.047333333,7,4,4,0,4.5,1.64E-10
0.086511111,7,4,4,0,4.5,5.56E-10
0.14266593,7,4,4,0,4.5,3.07E-09
0.22128267,7,4,4,0,4.5,2.94E-08
0.32128267,7,4,4,0,4.5,3.09E-07
0.42128267,7,4,4,0,4.5,1.20E-06
0.52128267,7,4,4,0,4.5,2.27E-06
0.62128267,7,4,4,0,4.5,3.61E-06
0.72128267,7,4,4,0,4.5,5.19E-06
0.82128267,7,4,4,0,4.5,6.89E-06
0.92128267,7,4,4,0,4.5,8.55E-06
1.0212827,7,4,4,0,4.5,9.97E-06
1.1212827,7,4,4,0,4.5,1.10E-05
1.2212827,7,4,4,0,4.5,1.16E-05
1.3212827,7,4,4,0,4.5,1.20E-05
1.4212827,7,4,4,0,4.5,1.23E-05
1.5212827,7,4,4,0,4.5,1.25E-05
1.6212827,7,4,4,0,4.5,1.26E-05
1.7212827,7,4,4,0,4.5,1.27E-05
1.8212827,7,4,4,0,4.5,1.27E-05
1.9212827,7,4,4,0,4.5,1.28E-05
2,7,4,4,0,4.5,1.28E-05
0,7,4,4,0,4.7,5.42E-14
0.02,7,4,4,0,4.7,1.05E-13
0.046,7,4,4,0,4.7,2.48E-13
0.083266667,7,4,4,0,4.7,8.43E-13
0.13668222,7,4,4,0,4.7,4.80E-12
0.21324452,7,4,4,0,4.7,5.59E-11
0.31324452,7,4,4,0,4.7,1.26E-09
0.41324452,7,4,4,0,4.7,2.36E-08
0.51324452,7,4,4,0,4.7,2.65E-07
0.61324452,7,4,4,0,4.7,1.12E-06
0.71324452,7,4,4,0,4.7,2.17E-06
0.81324452,7,4,4,0,4.7,3.49E-06
0.91324452,7,4,4,0,4.7,5.05E-06
1.0132445,7,4,4,0,4.7,6.75E-06
1.1132445,7,4,4,0,4.7,8.42E-06
1.2132445,7,4,4,0,4.7,9.87E-06
1.3132445,7,4,4,0,4.7,1.09E-05
1.4132445,7,4,4,0,4.7,1.16E-05
1.5132445,7,4,4,0,4.7,1.20E-05
1.6132445,7,4,4,0,4.7,1.23E-05
1.7132445,7,4,4,0,4.7,1.24E-05
1.8132445,7,4,4,0,4.7,1.26E-05
1.9132445,7,4,4,0,4.7,1.27E-05
2,7,4,4,0,4.7,1.27E-05
0,7,4,4,0,4.9,4.23E-17
0.02,7,4,4,0,4.9,1.77E-16
0.048666667,7,4,4,0,4.9,3.81E-17
0.090711111,7,4,4,0,4.9,7.86E-16
0.14957333,7,4,4,0,4.9,1.02E-14
0.2280563,7,4,4,0,4.9,1.37E-13
0.3280563,7,4,4,0,4.9,3.63E-12
0.4280563,7,4,4,0,4.9,8.94E-11
0.5280563,7,4,4,0,4.9,1.98E-09
0.6280563,7,4,4,0,4.9,3.53E-08
0.7280563,7,4,4,0,4.9,3.51E-07
0.8280563,7,4,4,0,4.9,1.27E-06
0.9280563,7,4,4,0,4.9,2.35E-06
1.0280563,7,4,4,0,4.9,3.71E-06
1.1280563,7,4,4,0,4.9,5.30E-06
1.2280563,7,4,4,0,4.9,7.00E-06
1.3280563,7,4,4,0,4.9,8.65E-06
1.4280563,7,4,4,0,4.9,1.00E-05
1.5280563,7,4,4,0,4.9,1.10E-05
1.6280563,7,4,4,0,4.9,1.17E-05
1.7280563,7,4,4,0,4.9,1.21E-05
1.8280563,7,4,4,0,4.9,1.23E-05
1.9280563,7,4,4,0,4.9,1.25E-05
2,7,4,4,0,4.9,1.26E-05
0,9,5,4,0,4.3,1.08E-08
0.02,9,5,4,0,4.3,1.93E-08
0.046,9,5,4,0,4.3,3.97E-08
0.083266667,9,5,4,0,4.3,1.03E-07
0.13668222,9,5,4,0,4.3,3.22E-07
0.211464,9,5,4,0,4.3,9.20E-07
0.311464,9,5,4,0,4.3,1.84E-06
0.411464,9,5,4,0,4.3,2.89E-06
0.511464,9,5,4,0,4.3,4.14E-06
0.611464,9,5,4,0,4.3,5.51E-06
0.711464,9,5,4,0,4.3,6.95E-06
0.811464,9,5,4,0,4.3,8.35E-06
0.911464,9,5,4,0,4.3,9.62E-06
1.011464,9,5,4,0,4.3,1.06E-05
1.111464,9,5,4,0,4.3,1.14E-05
1.211464,9,5,4,0,4.3,1.19E-05
1.311464,9,5,4,0,4.3,1.22E-05
1.411464,9,5,4,0,4.3,1.24E-05
1.511464,9,5,4,0,4.3,1.25E-05
1.611464,9,5,4,0,4.3,1.26E-05
1.711464,9,5,4,0,4.3,1.27E-05
1.811464,9,5,4,0,4.3,1.27E-05
1.911464,9,5,4,0,4.3,1.28E-05
2,9,5,4,0,4.3,1.28E-05
0,9,5,4,0,4.5,2.05E-11
0.02,9,5,4,0,4.5,3.92E-11
0.047333333,9,5,4,0,4.5,9.47E-11
0.086511111,9,5,4,0,4.5,3.31E-10
0.14266593,9,5,4,0,4.5,1.92E-09
0.22128267,9,5,4,0,4.5,2.00E-08
0.32128267,9,5,4,0,4.5,2.39E-07
0.42128267,9,5,4,0,4.5,1.01E-06
0.52128267,9,5,4,0,4.5,1.93E-06
0.62128267,9,5,4,0,4.5,3.01E-06
0.72128267,9,5,4,0,4.5,4.27E-06
0.82128267,9,5,4,0,4.5,5.65E-06
0.92128267,9,5,4,0,4.5,7.09E-06
1.0212827,9,5,4,0,4.5,8.49E-06
1.1212827,9,5,4,0,4.5,9.74E-06
1.2212827,9,5,4,0,4.5,1.07E-05
1.3212827,9,5,4,0,4.5,1.14E-05
1.4212827,9,5,4,0,4.5,1.19E-05
1.5212827,9,5,4,0,4.5,1.22E-05
1.6212827,9,5,4,0,4.5,1.24E-05
1.7212827,9,5,4,0,4.5,1.25E-05
1.8212827,9,5,4,0,4.5,1.26E-05
1.9212827,9,5,4,0,4.5,1.27E-05
2,9,5,4,0,4.5,1.27E-05
0,9,5,4,0,4.7,2.69E-14
0.02,9,5,4,0,4.7,5.27E-14
0.048666667,9,5,4,0,4.7,1.38E-13
0.090711111,9,5,4,0,4.7,5.60E-13
0.15097481,9,5,4,0,4.7,4.12E-12
0.23735279,9,5,4,0,4.7,6.87E-11
0.33735279,9,5,4,0,4.7,1.63E-09
0.43735279,9,5,4,0,4.7,3.14E-08
0.53735279,9,5,4,0,4.7,3.26E-07
0.63735279,9,5,4,0,4.7,1.15E-06
0.73735279,9,5,4,0,4.7,2.09E-06
0.83735279,9,5,4,0,4.7,3.20E-06
0.93735279,9,5,4,0,4.7,4.48E-06
1.0373528,9,5,4,0,4.7,5.88E-06
1.1373528,9,5,4,0,4.7,7.32E-06
1.2373528,9,5,4,0,4.7,8.70E-06
1.3373528,9,5,4,0,4.7,9.92E-06
1.4373528,9,5,4,0,4.7,1.09E-05
1.5373528,9,5,4,0,4.7,1.15E-05
1.6373528,9,5,4,0,4.7,1.19E-05
1.7373528,9,5,4,0,4.7,1.22E-05
1.8373528,9,5,4,0,4.7,1.24E-05
1.9373528,9,5,4,0,4.7,1.25E-05
2,9,5,4,0,4.7,1.26E-05
0,9,5,4,0,4.9,1.46E-16
0.02,9,5,4,0,4.9,1.85E-16
0.048,9,5,4,0,4.9,1.74E-16
0.0872,9,5,4,0,4.9,5.88E-16
0.14077333,9,5,4,0,4.9,3.64E-15
0.21756178,9,5,4,0,4.9,4.85E-14
0.31756178,9,5,4,0,4.9,1.37E-12
0.41756178,9,5,4,0,4.9,3.62E-11
0.51756178,9,5,4,0,4.9,8.79E-10
0.61756178,9,5,4,0,4.9,1.80E-08
0.71756178,9,5,4,0,4.9,2.22E-07
0.81756178,9,5,4,0,4.9,9.74E-07
0.91756178,9,5,4,0,4.9,1.90E-06
1.0175618,9,5,4,0,4.9,2.96E-06
1.1175618,9,5,4,0,4.9,4.22E-06
1.2175618,9,5,4,0,4.9,5.60E-06
1.3175618,9,5,4,0,4.9,7.03E-06
1.4175618,9,5,4,0,4.9,8.43E-06
1.5175618,9,5,4,0,4.9,9.69E-06
1.6175618,9,5,4,0,4.9,1.07E-05
1.7175618,9,5,4,0,4.9,1.14E-05
1.8175618,9,5,4,0,4.9,1.19E-05
1.9175618,9,5,4,0,4.9,1.22E-05
2,9,5,4,0,4.9,1.23E-05
0,8,5,4,0,4.3,2.23E-08
0.02,8,5,4,0,4.3,3.77E-08
0.046666667,8,5,4,0,4.3,7.31E-08
0.084,8,5,4,0,4.3,1.68E-07
0.13626667,8,5,4,0,4.3,4.32E-07
0.20944,8,5,4,0,4.3,1.05E-06
0.30700444,8,5,4,0,4.3,2.00E-06
0.40700444,8,5,4,0,4.3,3.20E-06
0.50700444,8,5,4,0,4.3,4.58E-06
0.60700444,8,5,4,0,4.3,6.06E-06
0.70700444,8,5,4,0,4.3,7.54E-06
0.80700444,8,5,4,0,4.3,8.93E-06
0.90700444,8,5,4,0,4.3,1.01E-05
1.0070044,8,5,4,0,4.3,1.10E-05
1.1070044,8,5,4,0,4.3,1.16E-05
1.2070044,8,5,4,0,4.3,1.20E-05
1.3070044,8,5,4,0,4.3,1.22E-05
1.4070044,8,5,4,0,4.3,1.24E-05
1.5070044,8,5,4,0,4.3,1.25E-05
1.6070044,8,5,4,0,4.3,1.26E-05
1.7070044,8,5,4,0,4.3,1.27E-05
1.8070044,8,5,4,0,4.3,1.27E-05
1.9070044,8,5,4,0,4.3,1.28E-05
2,8,5,4,0,4.3,1.28E-05
0,8,5,4,0,4.5,6.36E-11
0.02,8,5,4,0,4.5,1.18E-10
0.046666667,8,5,4,0,4.5,2.66E-10
0.084888889,8,5,4,0,4.5,8.38E-10
0.13967407,8,5,4,0,4.5,4.17E-09
0.21637333,8,5,4,0,4.5,3.44E-08
0.31637333,8,5,4,0,4.5,3.12E-07
0.41637333,8,5,4,0,4.5,1.11E-06
0.51637333,8,5,4,0,4.5,2.10E-06
0.61637333,8,5,4,0,4.5,3.32E-06
0.71637333,8,5,4,0,4.5,4.72E-06
0.81637333,8,5,4,0,4.5,6.20E-06
0.91637333,8,5,4,0,4.5,7.68E-06
1.0163733,8,5,4,0,4.5,9.05E-06
1.1163733,8,5,4,0,4.5,1.02E-05
1.2163733,8,5,4,0,4.5,1.11E-05
1.3163733,8,5,4,0,4.5,1.16E-05
1.4163733,8,5,4,0,4.5,1.20E-05
1.5163733,8,5,4,0,4.5,1.23E-05
1.6163733,8,5,4,0,4.5,1.24E-05
1.7163733,8,5,4,0,4.5,1.25E-05
1.8163733,8,5,4,0,4.5,1.26E-05
1.9163733,8,5,4,0,4.5,1.27E-05
2,8,5,4,0,4.5,1.27E-05
0,8,5,4,0,4.7,1.13E-13
0.02,8,5,4,0,4.7,2.15E-13
0.048,8,5,4,0,4.7,5.29E-13
0.089066667,8,5,4,0,4.7,1.96E-12
0.14792889,8,5,4,0,4.7,1.26E-11
0.23229807,8,5,4,0,4.7,1.71E-10
0.33229807,8,5,4,0,4.7,3.37E-09
0.43229807,8,5,4,0,4.7,5.15E-08
0.53229807,8,5,4,0,4.7,4.06E-07
0.63229807,8,5,4,0,4.7,1.25E-06
0.73229807,8,5,4,0,4.7,2.28E-06
0.83229807,8,5,4,0,4.7,3.53E-06
0.93229807,8,5,4,0,4.7,4.95E-06
1.0322981,8,5,4,0,4.7,6.44E-06
1.1322981,8,5,4,0,4.7,7.91E-06
1.2322981,8,5,4,0,4.7,9.25E-06
1.3322981,8,5,4,0,4.7,1.04E-05
1.4322981,8,5,4,0,4.7,1.12E-05
1.5322981,8,5,4,0,4.7,1.17E-05
1.6322981,8,5,4,0,4.7,1.21E-05
1.7322981,8,5,4,0,4.7,1.23E-05
1.8322981,8,5,4,0,4.7,1.24E-05
1.9322981,8,5,4,0,4.7,1.26E-05
2,8,5,4,0,4.7,1.26E-05
0,8,5,4,0,4.9,1.62E-16
0.02,8,5,4,0,4.9,3.14E-16
0.046666667,8,5,4,0,4.9,7.54E-16
0.084888889,8,5,4,0,4.9,2.65E-15
0.13967407,8,5,4,0,4.9,1.59E-14
0.21819951,8,5,4,0,4.9,2.03E-13
0.31819951,8,5,4,0,4.9,4.94E-12
0.41819951,8,5,4,0,4.9,1.11E-10
